date,triplet,head,relation,tail,sentence
2024-03-08,"{'head': 'Counterpoint', 'relation': 'suggested', 'tail': 'a decline in iPhone sales in China'}",Counterpoint,suggested,a decline in iPhone sales in China,Counterpoint suggested a decline in iPhone sales in China
2024-03-09,"{'head': 'Gary Black', 'relation': 'has a positive view of', 'tail': 'Tesla, Inc.'}",Gary Black,has a positive view of,"Tesla, Inc.","Gary Black has a positive view of Tesla, Inc."
2024-03-09,"{'head': 'Tesla, Inc.', 'relation': 'has a negative opinion of', 'tail': 'Bitcoin'}","Tesla, Inc.",has a negative opinion of,Bitcoin,"Tesla, Inc. has a negative opinion of Bitcoin"
2024-03-09,"{'head': 'Tesla, Inc.', 'relation': 'has a negative opinion of', 'tail': 'Nvidia'}","Tesla, Inc.",has a negative opinion of,Nvidia,"Tesla, Inc. has a negative opinion of Nvidia"
2024-03-09,"{'head': 'Tesla, Inc.', 'relation': 'has a negative opinion of', 'tail': 'Apple'}","Tesla, Inc.",has a negative opinion of,Apple,"Tesla, Inc. has a negative opinion of Apple"
2024-03-09,"{'head': 'Tesla, Inc.', 'relation': 'has a positive opinion of', 'tail': 'Dogecoin'}","Tesla, Inc.",has a positive opinion of,Dogecoin,"Tesla, Inc. has a positive opinion of Dogecoin"
2024-03-10,"{'head': 'Tesla', 'relation': 'has seen a significant decline in stock price', 'tail': 'since 2021'}",Tesla,has seen a significant decline in stock price,since 2021,Tesla has seen a significant decline in stock price since 2021
2024-03-10,"{'head': 'Tesla', 'relation': 'is facing increasing competition', 'tail': 'in the electric vehicle market'}",Tesla,is facing increasing competition,in the electric vehicle market,Tesla is facing increasing competition in the electric vehicle market
2024-03-10,"{'head': 'Tesla', 'relation': 'has been forced to cut prices', 'tail': 'to maintain demand'}",Tesla,has been forced to cut prices,to maintain demand,Tesla has been forced to cut prices to maintain demand
2024-03-10,"{'head': 'Tesla', 'relation': 'is facing competition from Chinese companies', 'tail': 'such as BYD'}",Tesla,is facing competition from Chinese companies,such as BYD,Tesla is facing competition from Chinese companies such as BYD
2024-03-10,"{'head': 'BYD', 'relation': 'offers more features than Tesla', 'tail': 'such as drones and gaming-friendly detachable steering wheels'}",BYD,offers more features than Tesla,such as drones and gaming-friendly detachable steering wheels,BYD offers more features than Tesla such as drones and gaming-friendly detachable steering wheels
2024-03-11,"{'head': ""Tesla's stock"", 'relation': 'rose slightly', 'tail': '1.1% Monday'}",Tesla's stock,rose slightly,1.1% Monday,Tesla's stock rose slightly 1.1% Monday
2024-03-11,"{'head': ""Tesla's stock"", 'relation': 'remains below', 'tail': '50- and 200-day lines'}",Tesla's stock,remains below,50- and 200-day lines,Tesla's stock remains below 50- and 200-day lines
2024-03-11,"{'head': ""Tesla's stock"", 'relation': 'more than 40% off', 'tail': '52-week high'}",Tesla's stock,more than 40% off,52-week high,Tesla's stock more than 40% off 52-week high
2024-03-11,"{'head': ""Tesla's stock"", 'relation': 'underperformed in 2024', 'tail': 'with YTD loss of 28.1%'}",Tesla's stock,underperformed in 2024,with YTD loss of 28.1%,Tesla's stock underperformed in 2024 with YTD loss of 28.1%
2024-03-11,"{'head': ""Tesla's stock"", 'relation': 'lagged behind', 'tail': 'other Magnificent Seven stocks'}",Tesla's stock,lagged behind,other Magnificent Seven stocks,Tesla's stock lagged behind other Magnificent Seven stocks
2024-03-12,"{'head': 'Tesla', 'relation': 'received lukewarm rating in driving automation systems study', 'tail': 'Recent study'}",Tesla,received lukewarm rating in driving automation systems study,Recent study,Tesla received lukewarm rating in driving automation systems study Recent study
2024-03-12,"{'head': 'Tesla', 'relation': ""may be at risk of falling out of 'Magnificent Seven' group"", 'tail': 'Analyst Concerns'}",Tesla,may be at risk of falling out of 'Magnificent Seven' group,Analyst Concerns,Tesla may be at risk of falling out of 'Magnificent Seven' group Analyst Concerns
2024-03-12,"{'head': 'Tesla', 'relation': 'has concerns about regulatory ratings for self-driving features', 'tail': 'Lack of measures to prevent misuse and maintain focus'}",Tesla,has concerns about regulatory ratings for self-driving features,Lack of measures to prevent misuse and maintain focus,Tesla has concerns about regulatory ratings for self-driving features Lack of measures to prevent misuse and maintain focus
2024-03-12,"{'head': 'Tesla', 'relation': 'facing regulatory headwinds', 'tail': 'Lukewarm ratings in driving automation systems study'}",Tesla,facing regulatory headwinds,Lukewarm ratings in driving automation systems study,Tesla facing regulatory headwinds Lukewarm ratings in driving automation systems study
2024-03-12,"{'head': 'Tesla', 'relation': 'recent research', 'tail': 'Concerns over shrinking margins and regulatory challenges'}",Tesla,recent research,Concerns over shrinking margins and regulatory challenges,Tesla recent research Concerns over shrinking margins and regulatory challenges
2024-03-13,"{'head': 'Tesla', 'relation': 'downgraded', 'tail': 'Wells Fargo'}",Tesla,downgraded,Wells Fargo,Tesla downgraded Wells Fargo
2024-03-13,"{'head': 'Elon Musk', 'relation': 'cancelled', 'tail': ""Don Lemon's show""}",Elon Musk,cancelled,Don Lemon's show,Elon Musk cancelled Don Lemon's show
2024-03-13,"{'head': 'Tesla', 'relation': 'excluded', 'tail': '10% gains'}",Tesla,excluded,10% gains,Tesla excluded 10% gains
2024-03-13,"{'head': 'Tesla', 'relation': 'victim', 'tail': 'arson attack'}",Tesla,victim,arson attack,Tesla victim arson attack
2024-03-13,"{'head': 'Tesla', 'relation': 'laggard', 'tail': 'automotive stocks'}",Tesla,laggard,automotive stocks,Tesla laggard automotive stocks
2024-03-14,"{'head': 'Tesla', 'relation': 'stock price fall', 'tail': 'Wells Fargo analyst predicted no growth in EV sales volumes'}",Tesla,stock price fall,Wells Fargo analyst predicted no growth in EV sales volumes,Tesla stock price fall Wells Fargo analyst predicted no growth in EV sales volumes
2024-03-14,"{'head': 'Apple', 'relation': 'outperformed', 'tail': 'Tesla'}",Apple,outperformed,Tesla,Apple outperformed Tesla
2024-03-14,"{'head': 'Nissan Motor Co', 'relation': 'considering cooperating', 'tail': 'Honda Motor Co in electric vehicle business'}",Nissan Motor Co,considering cooperating,Honda Motor Co in electric vehicle business,Nissan Motor Co considering cooperating Honda Motor Co in electric vehicle business
2024-03-14,"{'head': 'Japanese automakers', 'relation': 'strengthening efforts', 'tail': 'EV businesses'}",Japanese automakers,strengthening efforts,EV businesses,Japanese automakers strengthening efforts EV businesses
2024-03-14,"{'head': 'Tesla', 'relation': 'dominate', 'tail': 'global EV market'}",Tesla,dominate,global EV market,Tesla dominate global EV market
2024-03-15,"{'head': 'Tesla', 'relation': 'is separted from top automakers', 'tail': 'by HEVs and traditional gasoline vehicles'}",Tesla,is separted from top automakers,by HEVs and traditional gasoline vehicles,Tesla is separted from top automakers by HEVs and traditional gasoline vehicles
2024-03-15,"{'head': 'Tesla', 'relation': 'faces potential loss of market share', 'tail': 'due to rivals expansion into EVs'}",Tesla,faces potential loss of market share,due to rivals expansion into EVs,Tesla faces potential loss of market share due to rivals expansion into EVs
2024-03-15,"{'head': 'Toyota Motor', 'relation': 'is a valuable threat', 'tail': 'as it is the second highest valued global automaker'}",Toyota Motor,is a valuable threat,as it is the second highest valued global automaker,Toyota Motor is a valuable threat as it is the second highest valued global automaker
2024-03-15,"{'head': 'General Motors', 'relation': 'is the top-selling automaker', 'tail': 'in the United States'}",General Motors,is the top-selling automaker,in the United States,General Motors is the top-selling automaker in the United States
2024-03-15,"{'head': 'General Motors', 'relation': 'delivered a large number', 'tail': 'of all-electric vehicles in 2023'}",General Motors,delivered a large number,of all-electric vehicles in 2023,General Motors delivered a large number of all-electric vehicles in 2023
2024-03-16,"{'head': 'Tesla', 'relation': 'plans to raise prices', 'tail': 'Model Y midsize electric SUV'}",Tesla,plans to raise prices,Model Y midsize electric SUV,Tesla plans to raise prices Model Y midsize electric SUV
2024-03-16,"{'head': 'Tesla', 'relation': 'warned of', 'tail': 'lower vehicle volume growth in 2024'}",Tesla,warned of,lower vehicle volume growth in 2024,Tesla warned of lower vehicle volume growth in 2024
2024-03-16,"{'head': 'Elon Musk', 'relation': 'voiced concerns about', 'tail': 'effects of increased interest rates'}",Elon Musk,voiced concerns about,effects of increased interest rates,Elon Musk voiced concerns about effects of increased interest rates
2024-03-16,"{'head': 'Increased interest rates', 'relation': 'offset the benefits of', 'tail': ""Tesla's price reductions""}",Increased interest rates,offset the benefits of,Tesla's price reductions,Increased interest rates offset the benefits of Tesla's price reductions
2024-03-16,"{'head': 'Higher interest rates and global economic uncertainties', 'relation': 'impacted', 'tail': ""Tesla's plans to expand its factory in Mexico""}",Higher interest rates and global economic uncertainties,impacted,Tesla's plans to expand its factory in Mexico,Higher interest rates and global economic uncertainties impacted Tesla's plans to expand its factory in Mexico
2024-03-17,"{'head': 'Tesla, Inc. (NASDAQ:TSLA)', 'relation': 'is leading', 'tail': 'the lithium revolution'}","Tesla, Inc. (NASDAQ:TSLA)",is leading,the lithium revolution,"Tesla, Inc. (NASDAQ:TSLA) is leading the lithium revolution"
2024-03-17,"{'head': 'Lithium stocks', 'relation': 'are trading at', 'tail': 'discounted prices'}",Lithium stocks,are trading at,discounted prices,Lithium stocks are trading at discounted prices
2024-03-17,"{'head': 'Biggest lithium stocks', 'relation': 'include', 'tail': 'Tesla, Inc. (NASDAQ:TSLA)'}",Biggest lithium stocks,include,"Tesla, Inc. (NASDAQ:TSLA)","Biggest lithium stocks include Tesla, Inc. (NASDAQ:TSLA)"
2024-03-17,"{'head': 'Biggest lithium stocks', 'relation': 'include', 'tail': 'Albemarle Corporation (NYSE:ALB)'}",Biggest lithium stocks,include,Albemarle Corporation (NYSE:ALB),Biggest lithium stocks include Albemarle Corporation (NYSE:ALB)
2024-03-17,"{'head': 'Biggest lithium stocks', 'relation': 'include', 'tail': 'QuantumScape Corporation (NYSE:QS)'}",Biggest lithium stocks,include,QuantumScape Corporation (NYSE:QS),Biggest lithium stocks include QuantumScape Corporation (NYSE:QS)
2024-03-18,"{'head': 'Tesla', 'relation': 'price hike plan', 'tail': 'European models'}",Tesla,price hike plan,European models,Tesla price hike plan European models
2024-03-18,"{'head': 'Tesla', 'relation': 'price fall', 'tail': 'aftermarket trade'}",Tesla,price fall,aftermarket trade,Tesla price fall aftermarket trade
2024-03-18,"{'head': 'Federal Reserve', 'relation': 'policy meeting', 'tail': 'this week'}",Federal Reserve,policy meeting,this week,Federal Reserve policy meeting this week
2024-03-18,"{'head': 'Tesla', 'relation': 'stock increase', 'tail': '6%'}",Tesla,stock increase,6%,Tesla stock increase 6%
2024-03-18,"{'head': 'Model Y EVs', 'relation': 'price increase', 'tail': 'parts of Europe'}",Model Y EVs,price increase,parts of Europe,Model Y EVs price increase parts of Europe
2024-03-19,"{'head': 'Tesla', 'relation': 'ignited', 'tail': 'EV price war'}",Tesla,ignited,EV price war,Tesla ignited EV price war
2024-03-19,"{'head': 'EV price war', 'relation': 'put pressure on', 'tail': ""Tesla's EV competitors""}",EV price war,put pressure on,Tesla's EV competitors,EV price war put pressure on Tesla's EV competitors
2024-03-19,"{'head': 'EV price war', 'relation': 'took a toll on', 'tail': 'vehicle margins'}",EV price war,took a toll on,vehicle margins,EV price war took a toll on vehicle margins
2024-03-19,"{'head': 'Tesla', 'relation': 'lowered vehicle margins', 'tail': 'by 8.7% on a YoY basis'}",Tesla,lowered vehicle margins,by 8.7% on a YoY basis,Tesla lowered vehicle margins by 8.7% on a YoY basis
2024-03-19,"{'head': 'Tesla', 'relation': 'reported', 'tail': 'net loss of $190 million in Q4'}",Tesla,reported,net loss of $190 million in Q4,Tesla reported net loss of $190 million in Q4
2024-03-20,"{'head': 'Tesla', 'relation': 'raising prices', 'tail': 'Model Y vehicles in China'}",Tesla,raising prices,Model Y vehicles in China,Tesla raising prices Model Y vehicles in China
2024-03-20,"{'head': 'Tesla', 'relation': 'listed', 'tail': 'top 10 stock picks by Motley Fool analyst team'}",Tesla,listed,top 10 stock picks by Motley Fool analyst team,Tesla listed top 10 stock picks by Motley Fool analyst team
2024-03-20,"{'head': 'Tesla', 'relation': 'stock price movement', 'tail': 'likely impacted by price increase of Model Y vehicles in China'}",Tesla,stock price movement,likely impacted by price increase of Model Y vehicles in China,Tesla stock price movement likely impacted by price increase of Model Y vehicles in China
2024-03-20,"{'head': 'Parkev Tatevosian', 'relation': 'affiliated with', 'tail': 'The Motley Fool'}",Parkev Tatevosian,affiliated with,The Motley Fool,Parkev Tatevosian affiliated with The Motley Fool
2024-03-20,"{'head': 'The Motley Fool', 'relation': 'recommends', 'tail': 'Tesla'}",The Motley Fool,recommends,Tesla,The Motley Fool recommends Tesla
2024-03-21,"{'head': ""Tesla's stock"", 'relation': 'dropped', 'tail': 'Despite Market Gains'}",Tesla's stock,dropped,Despite Market Gains,Tesla's stock dropped Despite Market Gains
2024-03-21,"{'head': ""Tesla's stock"", 'relation': 'is a major holding', 'tail': 'across Ark Invests ETFs'}",Tesla's stock,is a major holding,across Ark Invests ETFs,Tesla's stock is a major holding across Ark Invests ETFs
2024-03-21,"{'head': ""Tesla's stock"", 'relation': 'lagged', 'tail': 'behind big-cap Adobe (ADBE)'}",Tesla's stock,lagged,behind big-cap Adobe (ADBE),Tesla's stock lagged behind big-cap Adobe (ADBE)
2024-03-21,"{'head': ""Tesla's stock"", 'relation': 'included in', 'tail': 'SPDR S&P Homebuilders ETF (XHB)'}",Tesla's stock,included in,SPDR S&P Homebuilders ETF (XHB),Tesla's stock included in SPDR S&P Homebuilders ETF (XHB)
2024-03-21,"{'head': 'Money flows', 'relation': 'are negative', 'tail': 'in AAPL'}",Money flows,are negative,in AAPL,Money flows are negative in AAPL
2024-03-22,"{'head': 'Tesla', 'relation': 'stock price', 'tail': 'down 32% for the year'}",Tesla,stock price,down 32% for the year,Tesla stock price down 32% for the year
2024-03-22,"{'head': 'Tesla', 'relation': 'production', 'tail': 'reduced in China plant amid slowing EV sales'}",Tesla,production,reduced in China plant amid slowing EV sales,Tesla production reduced in China plant amid slowing EV sales
